,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
36,1,3,1,1.0,0,0,2677,7.2292,1,2
37,0,3,1,21.0,0,0,A./5. 2152,8.05,1,1
38,0,3,0,18.0,2,0,345764,18.0,1,1
39,1,3,0,14.0,1,0,2651,11.2417,1,2
40,0,3,0,40.0,1,0,7546,9.475,1,1
41,0,2,0,27.0,1,0,11668,21.0,1,1
42,0,3,1,1.0,0,0,349253,7.8958,1,2
43,1,2,0,3.0,1,2,SC/Paris 2123,41.5792,1,2
44,1,3,0,19.0,0,0,330958,7.8792,1,3
45,0,3,1,1.0,0,0,S.C./A.4. 23567,8.05,1,1
46,0,3,1,1.0,1,0,370371,15.5,1,3
47,1,3,0,1.0,0,0,14311,7.75,1,3
48,0,3,1,1.0,2,0,2662,21.6792,1,2
49,0,3,0,18.0,1,0,349237,17.8,1,1
50,0,3,1,7.0,4,1,3101295,39.6875,1,1
51,0,3,1,21.0,0,0,A/4. 39886,7.8,1,1
52,1,1,0,49.0,1,0,PC 17572,76.7292,11,2
53,1,2,0,29.0,1,0,2926,26.0,1,1
54,0,1,1,65.0,0,1,113509,61.9792,12,2
55,1,1,1,1.0,0,0,19947,35.5,13,1
56,1,2,0,21.0,0,0,C.A. 31026,10.5,1,1
57,0,3,1,28.5,0,0,2697,7.2292,1,2
58,1,2,0,5.0,1,2,C.A. 34651,27.75,1,1
59,0,3,1,11.0,5,2,CA 2144,46.9,1,1
60,0,3,1,22.0,0,0,2669,7.2292,1,2
62,0,1,1,45.0,1,0,36973,83.475,14,1
63,0,3,1,4.0,3,2,347088,27.9,1,1
64,0,1,1,1.0,0,0,PC 17605,27.7208,1,2
65,1,3,1,1.0,1,1,2661,15.2458,1,2
66,1,2,0,29.0,0,0,C.A. 29395,10.5,15,1
67,0,3,1,19.0,0,0,S.P. 3464,8.1583,1,1
68,1,3,0,17.0,4,2,3101281,7.925,1,1
69,0,3,1,26.0,2,0,315151,8.6625,1,1
70,0,2,1,32.0,0,0,C.A. 33111,10.5,1,1
71,0,3,0,16.0,5,2,CA 2144,46.9,1,1
72,0,2,1,21.0,0,0,S.O.C. 14879,73.5,1,1
73,0,3,1,26.0,1,0,2680,14.4542,1,2
74,1,3,1,32.0,0,0,1601,56.4958,1,1
75,0,3,1,25.0,0,0,348123,7.65,16,1
76,0,3,1,1.0,0,0,349208,7.8958,1,1
77,0,3,1,1.0,0,0,374746,8.05,1,1
78,1,2,1,0.83,0,2,248738,29.0,1,1
79,1,3,0,30.0,0,0,364516,12.475,1,1
80,0,3,1,22.0,0,0,345767,9.0,1,1
81,1,3,1,29.0,0,0,345779,9.5,1,1
82,1,3,0,1.0,0,0,330932,7.7875,1,3
83,0,1,1,28.0,0,0,113059,47.1,1,1
84,1,2,0,17.0,0,0,SO/C 14885,10.5,1,1
85,1,3,0,33.0,3,0,3101278,15.85,1,1
86,0,3,1,16.0,1,3,W./C. 6608,34.375,1,1
87,0,3,1,1.0,0,0,SOTON/OQ 392086,8.05,1,1
88,1,1,0,23.0,3,2,19950,263.0,9,1
89,0,3,1,24.0,0,0,343275,8.05,1,1
90,0,3,1,29.0,0,0,343276,8.05,1,1
91,0,3,1,20.0,0,0,347466,7.8542,1,1
92,0,1,1,46.0,1,0,W.E.P. 5734,61.175,17,1
93,0,3,1,26.0,1,2,C.A. 2315,20.575,1,1
94,0,3,1,59.0,0,0,364500,7.25,1,1
95,0,3,1,1.0,0,0,374910,8.05,1,1
96,0,1,1,71.0,0,0,PC 17754,34.6542,18,2
97,1,1,1,23.0,0,1,PC 17759,63.3583,19,2
98,1,2,0,34.0,0,1,231919,23.0,1,1
99,0,2,1,34.0,1,0,244367,26.0,1,1
100,0,3,0,28.0,0,0,349245,7.8958,1,1
101,0,3,1,1.0,0,0,349215,7.8958,1,1
102,0,1,1,21.0,0,1,35281,77.2875,20,1
103,0,3,1,33.0,0,0,7540,8.6542,1,1
104,0,3,1,37.0,2,0,3101276,7.925,1,1
105,0,3,1,28.0,0,0,349207,7.8958,1,1
106,1,3,0,21.0,0,0,343120,7.65,1,1
107,1,3,1,1.0,0,0,312991,7.775,1,1
108,0,3,1,38.0,0,0,349249,7.8958,1,1
109,1,3,0,1.0,1,0,371110,24.15,1,3
110,0,1,1,47.0,0,0,110465,52.0,21,1
111,0,3,0,14.5,1,0,2665,14.4542,1,2
112,0,3,1,22.0,0,0,324669,8.05,1,1
113,0,3,0,20.0,1,0,4136,9.825,1,1
114,0,3,0,17.0,0,0,2627,14.4583,1,2
115,0,3,1,21.0,0,0,STON/O 2. 3101294,7.925,1,1
116,0,3,1,70.5,0,0,370369,7.75,1,3
117,0,2,1,29.0,1,0,11668,21.0,1,1
118,0,1,1,24.0,0,1,PC 17558,247.5208,22,2
119,0,3,0,2.0,4,2,347082,31.275,1,1
120,0,2,1,21.0,2,0,S.O.C. 14879,73.5,1,1
121,0,3,1,1.0,0,0,A4. 54510,8.05,1,1
122,0,2,1,32.5,1,0,237736,30.0708,1,2
123,1,2,0,32.5,0,0,27267,13.0,23,1
124,0,1,1,54.0,0,1,35281,77.2875,20,1
125,1,3,1,12.0,1,0,2651,11.2417,1,2
126,0,3,1,1.0,0,0,370372,7.75,1,3
127,1,3,1,24.0,0,0,C 17369,7.1417,1,1
128,1,3,0,1.0,1,1,2668,22.3583,24,2
129,0,3,1,45.0,0,0,347061,6.975,1,1
130,0,3,1,33.0,0,0,349241,7.8958,1,2
131,0,3,1,20.0,0,0,SOTON/O.Q. 3101307,7.05,1,1
132,0,3,0,47.0,1,0,A/5. 3337,14.5,1,1
133,1,2,0,29.0,1,0,228414,26.0,1,1
134,0,2,1,25.0,0,0,C.A. 29178,13.0,1,1
135,0,2,1,23.0,0,0,SC/PARIS 2133,15.0458,1,2
136,1,1,0,19.0,0,2,11752,26.2833,25,1
137,0,1,1,37.0,1,0,113803,53.1,3,1
138,0,3,1,16.0,0,0,7534,9.2167,1,1
139,0,1,1,24.0,0,0,PC 17593,79.2,26,2
140,0,3,0,1.0,0,2,2678,15.2458,1,2
141,1,3,0,22.0,0,0,347081,7.75,1,1
142,1,3,0,24.0,1,0,STON/O2. 3101279,15.85,1,1
143,0,3,1,19.0,0,0,365222,6.75,1,3
144,0,2,1,18.0,0,0,231945,11.5,1,1
145,0,2,1,19.0,1,1,C.A. 33112,36.75,1,1
146,1,3,1,27.0,0,0,350043,7.7958,1,1
147,0,3,0,9.0,2,2,W./C. 6608,34.375,1,1
148,0,2,1,36.5,0,2,230080,26.0,27,1
149,0,2,1,42.0,0,0,244310,13.0,1,1
150,0,2,1,51.0,0,0,S.O.P. 1166,12.525,1,1
151,1,1,0,22.0,1,0,113776,66.6,28,1
152,0,3,1,55.5,0,0,A.5. 11206,8.05,1,1
153,0,3,1,40.5,0,2,A/5. 851,14.5,1,1
154,0,3,1,1.0,0,0,Fa 265302,7.3125,1,1
155,0,1,1,51.0,0,1,PC 17597,61.3792,1,2
156,1,3,0,16.0,0,0,35851,7.7333,1,3
157,0,3,1,30.0,0,0,SOTON/OQ 392090,8.05,1,1
158,0,3,1,1.0,0,0,315037,8.6625,1,1
159,0,3,1,1.0,8,2,CA. 2343,69.55,1,1
160,0,3,1,44.0,0,1,371362,16.1,1,1
161,1,2,0,40.0,0,0,C.A. 33595,15.75,1,1
162,0,3,1,26.0,0,0,347068,7.775,1,1
163,0,3,1,17.0,0,0,315093,8.6625,1,1
164,0,3,1,1.0,4,1,3101295,39.6875,1,1
165,1,3,1,9.0,0,2,363291,20.525,1,1
166,1,1,0,1.0,0,1,113505,55.0,29,1
167,0,3,0,45.0,1,4,347088,27.9,1,1
168,0,1,1,1.0,0,0,PC 17318,25.925,1,1
169,0,3,1,28.0,0,0,1601,56.4958,1,1
170,0,1,1,61.0,0,0,111240,33.5,30,1
171,0,3,1,4.0,4,1,382652,29.125,1,3
172,1,3,0,1.0,1,1,347742,11.1333,1,1
173,0,3,1,21.0,0,0,STON/O 2. 3101280,7.925,1,1
174,0,1,1,56.0,0,0,17764,30.6958,31,2
175,0,3,1,18.0,1,1,350404,7.8542,1,1
176,0,3,1,1.0,3,1,4133,25.4667,1,1
177,0,1,0,50.0,0,0,PC 17595,28.7125,32,2
178,0,2,1,30.0,0,0,250653,13.0,1,1
179,0,3,1,36.0,0,0,LINE,0.0,1,1
180,0,3,0,1.0,8,2,CA. 2343,69.55,1,1
181,0,2,1,1.0,0,0,SC/PARIS 2131,15.05,1,2
182,0,3,1,9.0,4,2,347077,31.3875,1,1
183,1,2,1,1.0,2,1,230136,39.0,33,1
184,1,3,0,4.0,0,2,315153,22.025,1,1
185,0,1,1,1.0,0,0,113767,50.0,34,1
186,1,3,0,1.0,1,0,370365,15.5,1,3
187,1,1,1,45.0,0,0,111428,26.55,1,1
188,0,3,1,40.0,1,1,364849,15.5,1,3
189,0,3,1,36.0,0,0,349247,7.8958,1,1
190,1,2,0,32.0,0,0,234604,13.0,1,1
191,0,2,1,19.0,0,0,28424,13.0,1,1
192,1,3,0,19.0,1,0,350046,7.8542,1,1
193,1,2,1,3.0,1,1,230080,26.0,27,1
194,1,1,0,44.0,0,0,PC 17610,27.7208,35,2
195,1,1,0,58.0,0,0,PC 17569,146.5208,36,2
196,0,3,1,1.0,0,0,368703,7.75,1,3
197,0,3,1,42.0,0,1,4579,8.4042,1,1
198,1,3,0,1.0,0,0,370370,7.75,1,3
199,0,2,0,24.0,0,0,248747,13.0,1,1
200,0,3,1,28.0,0,0,345770,9.5,1,1
201,0,3,1,1.0,8,2,CA. 2343,69.55,1,1
202,0,3,1,34.0,0,0,3101264,6.4958,1,1
203,0,3,1,45.5,0,0,2628,7.225,1,2
204,1,3,1,18.0,0,0,A/5 3540,8.05,1,1
205,0,3,0,2.0,0,1,347054,10.4625,5,1
206,0,3,1,32.0,1,0,3101278,15.85,1,1
207,1,3,1,26.0,0,0,2699,18.7875,1,2
208,1,3,0,16.0,0,0,367231,7.75,1,3
209,1,1,1,40.0,0,0,112277,31.0,37,2
210,0,3,1,24.0,0,0,SOTON/O.Q. 3101311,7.05,1,1
211,1,2,0,35.0,0,0,F.C.C. 13528,21.0,1,1
212,0,3,1,22.0,0,0,A/5 21174,7.25,1,1
213,0,2,1,30.0,0,0,250646,13.0,1,1
214,0,3,1,1.0,1,0,367229,7.75,1,3
215,1,1,0,31.0,1,0,35273,113.275,38,2
216,1,3,0,27.0,0,0,STON/O2. 3101283,7.925,1,1
217,0,2,1,42.0,1,0,243847,27.0,1,1
218,1,1,0,32.0,0,0,11813,76.2917,39,2
219,0,2,1,30.0,0,0,W/C 14208,10.5,1,1
220,1,3,1,16.0,0,0,SOTON/OQ 392089,8.05,1,1
221,0,2,1,27.0,0,0,220367,13.0,1,1
222,0,3,1,51.0,0,0,21440,8.05,1,1
223,0,3,1,1.0,0,0,349234,7.8958,1,1
224,1,1,1,38.0,1,0,19943,90.0,40,1
225,0,3,1,22.0,0,0,PP 4348,9.35,1,1
226,1,2,1,19.0,0,0,SW/PP 751,10.5,1,1
227,0,3,1,20.5,0,0,A/5 21173,7.25,1,1
228,0,2,1,18.0,0,0,236171,13.0,1,1
229,0,3,0,1.0,3,1,4133,25.4667,1,1
230,1,1,0,35.0,1,0,36973,83.475,14,1
231,0,3,1,29.0,0,0,347067,7.775,1,1
232,0,2,1,59.0,0,0,237442,13.5,1,1
233,1,3,0,5.0,4,2,347077,31.3875,1,1
234,0,2,1,24.0,0,0,C.A. 29566,10.5,1,1
235,0,3,0,1.0,0,0,W./C. 6609,7.55,1,1
236,0,2,1,44.0,1,0,26707,26.0,1,1
237,1,2,0,8.0,0,2,C.A. 31921,26.25,1,1
238,0,2,1,19.0,0,0,28665,10.5,1,1
239,0,2,1,33.0,0,0,SCO/W 1585,12.275,1,1
240,0,3,0,1.0,1,0,2665,14.4542,1,2
241,1,3,0,1.0,1,0,367230,15.5,1,3
242,0,2,1,29.0,0,0,W./C. 14263,10.5,1,1
243,0,3,1,22.0,0,0,STON/O 2. 3101275,7.125,1,1
244,0,3,1,30.0,0,0,2694,7.225,1,2
245,0,1,1,44.0,2,0,19928,90.0,41,3
246,0,3,0,25.0,0,0,347071,7.775,1,1
247,1,2,0,24.0,0,2,250649,14.5,1,1
248,1,1,1,37.0,1,1,11751,52.5542,42,1
249,0,2,1,54.0,1,0,244252,26.0,1,1
250,0,3,1,1.0,0,0,362316,7.25,1,1
251,0,3,0,29.0,1,1,347054,10.4625,5,1
252,0,1,1,62.0,0,0,113514,26.55,43,1
253,0,3,1,30.0,1,0,A/5. 3336,16.1,1,1
254,0,3,0,41.0,0,2,370129,20.2125,1,1
255,1,3,0,29.0,0,2,2650,15.2458,1,2
256,1,1,0,1.0,0,0,PC 17585,79.2,1,2
257,1,1,0,30.0,0,0,110152,86.5,44,1
258,1,1,0,35.0,0,0,PC 17755,512.3292,1,2
259,1,2,0,50.0,0,1,230433,26.0,1,1
260,0,3,1,1.0,0,0,384461,7.75,1,3
261,1,3,1,3.0,4,2,347077,31.3875,1,1
262,0,1,1,52.0,1,1,110413,79.65,45,1
263,0,1,1,40.0,0,0,112059,0.0,46,1
264,0,3,0,1.0,0,0,382649,7.75,1,3
265,0,2,1,36.0,0,0,C.A. 17248,10.5,1,1
266,0,3,1,16.0,4,1,3101295,39.6875,1,1
267,1,3,1,25.0,1,0,347083,7.775,1,1
268,1,1,0,58.0,0,1,PC 17582,153.4625,47,1
269,1,1,0,35.0,0,0,PC 17760,135.6333,48,1
270,0,1,1,1.0,0,0,113798,31.0,1,1
271,1,3,1,25.0,0,0,LINE,0.0,1,1
272,1,2,0,41.0,0,1,250644,19.5,1,1
273,0,1,1,37.0,0,1,PC 17596,29.7,49,2
274,1,3,0,1.0,0,0,370375,7.75,1,3
275,1,1,0,63.0,1,0,13502,77.9583,50,1
276,0,3,0,45.0,0,0,347073,7.75,1,1
277,0,2,1,1.0,0,0,239853,0.0,1,1
278,0,3,1,7.0,4,1,382652,29.125,1,3
279,1,3,0,35.0,1,1,C.A. 2673,20.25,1,1
280,0,3,1,65.0,0,0,336439,7.75,1,3
281,0,3,1,28.0,0,0,347464,7.8542,1,1
282,0,3,1,16.0,0,0,345778,9.5,1,1
283,1,3,1,19.0,0,0,A/5. 10482,8.05,1,1
284,0,1,1,1.0,0,0,113056,26.0,51,1
285,0,3,1,33.0,0,0,349239,8.6625,1,2
286,1,3,1,30.0,0,0,345774,9.5,1,1
287,0,3,1,22.0,0,0,349206,7.8958,1,1
288,1,2,1,42.0,0,0,237798,13.0,1,1
289,1,3,0,22.0,0,0,370373,7.75,1,3
290,1,1,0,26.0,0,0,19877,78.85,1,1
291,1,1,0,19.0,1,0,11967,91.0792,52,2
292,0,2,1,36.0,0,0,SC/Paris 2163,12.875,53,2
293,0,3,0,24.0,0,0,349236,8.85,1,1
294,0,3,1,24.0,0,0,349233,7.8958,1,1
295,0,1,1,1.0,0,0,PC 17612,27.7208,1,2
296,0,3,1,23.5,0,0,2693,7.2292,1,2
297,0,1,0,2.0,1,2,113781,151.55,54,1
298,1,1,1,1.0,0,0,19988,30.5,55,1
299,1,1,0,50.0,0,1,PC 17558,247.5208,22,2
300,1,3,0,1.0,0,0,9234,7.75,1,3
301,1,3,1,1.0,2,0,367226,23.25,1,3
302,0,3,1,19.0,0,0,LINE,0.0,1,1
303,1,2,0,1.0,0,0,226593,12.35,23,3
304,0,3,1,1.0,0,0,A/5 2466,8.05,1,1
305,1,1,1,0.92,1,2,113781,151.55,54,1
306,1,1,0,1.0,0,0,17421,110.8833,1,2
307,1,1,0,17.0,1,0,PC 17758,108.9,56,2
308,0,2,1,30.0,1,0,P/PP 3381,24.0,1,2
309,1,1,0,30.0,0,0,PC 17485,56.9292,57,2
310,1,1,0,24.0,0,0,11767,83.1583,58,2
311,1,1,0,18.0,2,2,PC 17608,262.375,59,2
312,0,2,0,26.0,1,1,250651,26.0,1,1
313,0,3,1,28.0,0,0,349243,7.8958,1,1
314,0,2,1,43.0,1,1,F.C.C. 13529,26.25,1,1
315,1,3,0,26.0,0,0,347470,7.8542,1,1
316,1,2,0,24.0,1,0,244367,26.0,1,1
317,0,2,1,54.0,0,0,29011,14.0,1,1
318,1,1,0,31.0,0,2,36928,164.8667,60,1
319,1,1,0,40.0,1,1,16966,134.5,61,2
320,0,3,1,22.0,0,0,A/5 21172,7.25,1,1
321,0,3,1,27.0,0,0,349219,7.8958,1,1
322,1,2,0,30.0,0,0,234818,12.35,1,3
323,1,2,0,22.0,1,1,248738,29.0,1,1
324,0,3,1,1.0,8,2,CA. 2343,69.55,1,1
325,1,1,0,36.0,0,0,PC 17760,135.6333,62,2
326,0,3,1,61.0,0,0,345364,6.2375,1,1
327,1,2,0,36.0,0,0,28551,13.0,53,1
328,1,3,0,31.0,1,1,363291,20.525,1,1
329,1,1,0,16.0,0,1,111361,57.9792,63,2
330,1,3,0,1.0,2,0,367226,23.25,1,3
331,0,1,1,45.5,0,0,113043,28.5,64,1
332,0,1,1,38.0,0,1,PC 17582,153.4625,65,1
333,0,3,1,16.0,2,0,345764,18.0,1,1
334,1,1,0,1.0,1,0,PC 17611,133.65,1,1
335,0,3,1,1.0,0,0,349225,7.8958,1,1
336,0,1,1,29.0,1,0,113776,66.6,28,1
337,1,1,0,41.0,0,0,16966,134.5,66,2
338,1,3,1,45.0,0,0,7598,8.05,1,1
339,0,1,1,45.0,0,0,113784,35.5,67,1
340,1,2,1,2.0,1,1,230080,26.0,27,1
341,1,1,0,24.0,3,2,19950,263.0,9,1
342,0,2,1,28.0,0,0,248740,13.0,1,1
343,0,2,1,25.0,0,0,244361,13.0,1,1
344,0,2,1,36.0,0,0,229236,13.0,1,1
345,1,2,0,24.0,0,0,248733,13.0,15,1
346,1,2,0,40.0,0,0,31418,13.0,1,1
347,1,3,0,1.0,1,0,386525,16.1,1,1
348,1,3,1,3.0,1,1,C.A. 37671,15.9,1,1
349,0,3,1,42.0,0,0,315088,8.6625,1,1
350,0,3,1,23.0,0,0,7267,9.225,1,1
351,0,1,1,1.0,0,0,113510,35.0,68,1
352,0,3,1,15.0,1,1,2695,7.2292,1,2
353,0,3,1,25.0,1,0,349237,17.8,1,1
354,0,3,1,1.0,0,0,2647,7.225,1,2
355,0,3,1,28.0,0,0,345783,9.5,1,1
356,1,1,0,22.0,0,1,113505,55.0,29,1
357,0,2,0,38.0,0,0,237671,13.0,1,1
358,1,3,0,1.0,0,0,330931,7.8792,1,3
359,1,3,0,1.0,0,0,330980,7.8792,1,3
360,0,3,1,40.0,1,4,347088,27.9,1,1
361,0,2,1,29.0,1,0,SC/PARIS 2167,27.7208,1,2
362,0,3,0,45.0,0,1,2691,14.4542,1,2
363,0,3,1,35.0,0,0,SOTON/O.Q. 3101310,7.05,1,1
364,0,3,1,1.0,1,0,370365,15.5,1,3
365,0,3,1,30.0,0,0,C 7076,7.25,1,1
366,1,1,0,60.0,1,0,110813,75.25,69,2
367,1,3,0,1.0,0,0,2626,7.2292,1,2
368,1,3,0,1.0,0,0,14313,7.75,1,3
369,1,1,0,24.0,0,0,PC 17477,69.3,70,2
370,1,1,1,25.0,1,0,11765,55.4417,71,2
371,0,3,1,18.0,1,0,3101267,6.4958,1,1
372,0,3,1,19.0,0,0,323951,8.05,1,1
373,0,1,1,22.0,0,0,PC 17760,135.6333,1,2
374,0,3,0,3.0,3,1,349909,21.075,1,1
375,1,1,0,1.0,1,0,PC 17604,82.1708,1,2
376,1,3,0,22.0,0,0,C 7077,7.25,1,1
377,0,1,1,27.0,0,2,113503,211.5,72,2
378,0,3,1,20.0,0,0,2648,4.0125,1,2
379,0,3,1,19.0,0,0,347069,7.775,1,1
380,1,1,0,42.0,0,0,PC 17757,227.525,1,2
381,1,3,0,1.0,0,2,2653,15.7417,1,2
382,0,3,1,32.0,0,0,STON/O 2. 3101293,7.925,1,1
383,1,1,0,35.0,1,0,113789,52.0,1,1
384,0,3,1,1.0,0,0,349227,7.8958,1,1
385,0,2,1,18.0,0,0,S.O.C. 14879,73.5,1,1
386,0,3,1,1.0,5,2,CA 2144,46.9,1,1
387,1,2,0,36.0,0,0,27849,13.0,1,1
388,0,3,1,1.0,0,0,367655,7.7292,1,3
389,1,2,0,17.0,0,0,SC 1748,12.0,1,2
390,1,1,1,36.0,1,2,113760,120.0,73,1
391,1,3,1,21.0,0,0,350034,7.7958,1,1
392,0,3,1,28.0,2,0,3101277,7.925,1,1
393,1,1,0,23.0,1,0,35273,113.275,38,2
394,1,3,0,24.0,0,2,PP 9549,16.7,5,1
395,0,3,1,22.0,0,0,350052,7.7958,1,1
396,0,3,0,31.0,0,0,350407,7.8542,1,1
397,0,2,1,46.0,0,0,28403,26.0,1,1
398,0,2,1,23.0,0,0,244278,10.5,1,1
399,1,2,0,28.0,0,0,240929,12.65,1,1
400,1,3,1,39.0,0,0,STON/O 2. 3101289,7.925,1,1
401,0,3,1,26.0,0,0,341826,8.05,1,1
402,0,3,0,21.0,1,0,4137,9.825,1,1
403,0,3,1,28.0,1,0,STON/O2. 3101279,15.85,1,1
404,0,3,0,20.0,0,0,315096,8.6625,1,1
405,0,2,1,34.0,1,0,28664,21.0,1,1
406,0,3,1,51.0,0,0,347064,7.75,1,1
407,1,2,1,3.0,1,1,29106,18.75,1,1
408,0,3,1,21.0,0,0,312992,7.775,1,1
409,0,3,0,1.0,3,1,4133,25.4667,1,1
410,0,3,1,1.0,0,0,349222,7.8958,1,1
411,0,3,1,1.0,0,0,394140,6.8583,1,3
412,1,1,0,33.0,1,0,19928,90.0,41,3
413,0,2,1,1.0,0,0,239853,0.0,1,1
414,1,3,1,44.0,0,0,STON/O 2. 3101269,7.925,1,1
415,0,3,0,1.0,0,0,343095,8.05,1,1
416,1,2,0,34.0,1,1,28220,32.5,1,1
417,1,2,0,18.0,0,2,250652,13.0,1,1
418,0,2,1,30.0,0,0,28228,13.0,1,1
419,0,3,0,10.0,0,2,345773,24.15,1,1
420,0,3,1,1.0,0,0,349254,7.8958,1,2
421,0,3,1,21.0,0,0,A/5. 13032,7.7333,1,3
422,0,3,1,29.0,0,0,315082,7.875,1,1
423,0,3,0,28.0,1,1,347080,14.4,1,1
424,0,3,1,18.0,1,1,370129,20.2125,1,1
425,0,3,1,1.0,0,0,A/4. 34244,7.25,1,1
426,1,2,0,28.0,1,0,2003,26.0,1,1
427,1,2,0,19.0,0,0,250655,26.0,1,1
428,0,3,1,1.0,0,0,364851,7.75,1,3
429,1,3,1,32.0,0,0,SOTON/O.Q. 392078,8.05,74,1
430,1,1,1,28.0,0,0,110564,26.55,13,1
431,1,3,0,1.0,1,0,376564,16.1,1,1
432,1,2,0,42.0,1,0,SC/AH 3085,26.0,1,1
433,0,3,1,17.0,0,0,STON/O 2. 3101274,7.125,1,1
434,0,1,1,50.0,1,0,13507,55.9,75,1
435,1,1,0,14.0,1,2,113760,120.0,73,1
436,0,3,0,21.0,2,2,W./C. 6608,34.375,1,1
437,1,2,0,24.0,2,3,29106,18.75,1,1
438,0,1,1,64.0,1,4,19950,263.0,9,1
439,0,2,1,31.0,0,0,C.A. 18723,10.5,1,1
440,1,2,0,45.0,1,1,F.C.C. 13529,26.25,1,1
441,0,3,1,20.0,0,0,345769,9.5,1,1
442,0,3,1,25.0,1,0,347076,7.775,1,1
443,1,2,0,28.0,0,0,230434,13.0,1,1
444,1,3,1,1.0,0,0,65306,8.1125,1,1
445,1,1,1,4.0,0,2,33638,81.8583,76,1
446,1,2,0,13.0,0,1,250644,19.5,1,1
447,1,1,1,34.0,0,0,113794,26.55,1,1
448,1,3,0,5.0,2,1,2666,19.2583,1,2
449,1,1,1,52.0,0,0,113786,30.5,77,1
450,0,2,1,36.0,1,2,C.A. 34651,27.75,1,1
451,0,3,1,1.0,1,0,65303,19.9667,1,1
452,0,1,1,30.0,0,0,113051,27.75,78,2
453,1,1,1,49.0,1,0,17453,89.1042,79,2
454,0,3,1,1.0,0,0,A/5 2817,8.05,1,1
455,1,3,1,29.0,0,0,349240,7.8958,1,2
456,0,1,1,65.0,0,0,13509,26.55,80,1
457,1,1,0,1.0,1,0,17464,51.8625,81,1
458,1,2,0,50.0,0,0,F.C.C. 13531,10.5,1,1
459,0,3,1,1.0,0,0,371060,7.75,1,3
460,1,1,1,48.0,0,0,19952,26.55,82,1
461,0,3,1,34.0,0,0,364506,8.05,1,1
462,0,1,1,47.0,0,0,111320,38.5,83,1
463,0,2,1,48.0,0,0,234360,13.0,1,1
464,0,3,1,1.0,0,0,A/S 2816,8.05,1,1
465,0,3,1,38.0,0,0,SOTON/O.Q. 3101306,7.05,1,1
466,0,2,1,1.0,0,0,239853,0.0,1,1
467,0,1,1,56.0,0,0,113792,26.55,1,1
468,0,3,1,1.0,0,0,36209,7.725,1,3
469,1,3,0,0.75,2,1,2666,19.2583,1,2
470,0,3,1,1.0,0,0,323592,7.25,1,1
471,0,3,1,38.0,0,0,315089,8.6625,1,1
472,1,2,0,33.0,1,2,C.A. 34651,27.75,1,1
473,1,2,0,23.0,0,0,SC/AH Basle 541,13.7917,53,2
474,0,3,0,22.0,0,0,7553,9.8375,1,1
475,0,1,1,1.0,0,0,110465,52.0,84,1
476,0,2,1,34.0,1,0,31027,21.0,1,1
477,0,3,1,29.0,1,0,3460,7.0458,1,1
478,0,3,1,22.0,0,0,350060,7.5208,1,1
479,1,3,0,2.0,0,1,3101298,12.2875,1,1
480,0,3,1,9.0,5,2,CA 2144,46.9,1,1
481,0,2,1,1.0,0,0,239854,0.0,1,1
482,0,3,1,50.0,0,0,A/5 3594,8.05,1,1
483,1,3,0,63.0,0,0,4134,9.5875,1,1
