,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
273,0,1,1,37.0,0,1,0,29.7,0.3333333333333333,0.6666666666666666
274,1,3,0,0.0,0,0,370375,7.75,0.0,1.0
275,1,1,0,63.0,1,0,13502,77.9583,0.3401360544217687,0.3333333333333333
276,0,3,0,45.0,0,0,347073,7.75,0.0,0.3333333333333333
277,0,2,1,0.0,0,0,239853,0.0,0.0,0.3333333333333333
278,0,3,1,7.0,4,1,382652,29.125,0.0,1.0
279,1,3,0,35.0,1,1,0,20.25,0.0,0.3333333333333333
280,0,3,1,65.0,0,0,336439,7.75,0.0,1.0
281,0,3,1,28.0,0,0,347464,7.8542,0.0,0.3333333333333333
282,0,3,1,16.0,0,0,345778,9.5,0.0,0.3333333333333333
283,1,3,1,19.0,0,0,0,8.05,0.0,0.3333333333333333
284,0,1,1,0.0,0,0,113056,26.0,0.3469387755102041,0.3333333333333333
285,0,3,1,33.0,0,0,349239,8.6625,0.0,0.6666666666666666
286,1,3,1,30.0,0,0,345774,9.5,0.0,0.3333333333333333
287,0,3,1,22.0,0,0,349206,7.8958,0.0,0.3333333333333333
288,1,2,1,42.0,0,0,237798,13.0,0.0,0.3333333333333333
289,1,3,0,22.0,0,0,370373,7.75,0.0,1.0
290,1,1,0,26.0,0,0,19877,78.85,0.0,0.3333333333333333
291,1,1,0,19.0,1,0,11967,91.0792,0.35374149659863946,0.6666666666666666
292,0,2,1,36.0,0,0,0,12.875,0.36054421768707484,0.6666666666666666
293,0,3,0,24.0,0,0,349236,8.85,0.0,0.3333333333333333
294,0,3,1,24.0,0,0,349233,7.8958,0.0,0.3333333333333333
295,0,1,1,0.0,0,0,0,27.7208,0.0,0.6666666666666666
296,0,3,1,23.5,0,0,2693,7.2292,0.0,0.6666666666666666
297,0,1,0,2.0,1,2,113781,151.55,0.3673469387755102,0.3333333333333333
298,1,1,1,0.0,0,0,19988,30.5,0.3741496598639456,0.3333333333333333
299,1,1,0,50.0,0,1,0,247.5208,0.14965986394557823,0.6666666666666666
300,1,3,0,0.0,0,0,9234,7.75,0.0,1.0
301,1,3,1,0.0,2,0,367226,23.25,0.0,1.0
302,0,3,1,19.0,0,0,0,0.0,0.0,0.3333333333333333
303,1,2,0,0.0,0,0,226593,12.35,0.1564625850340136,1.0
304,0,3,1,0.0,0,0,0,8.05,0.0,0.3333333333333333
305,1,1,1,0.92,1,2,113781,151.55,0.3673469387755102,0.3333333333333333
306,1,1,0,0.0,0,0,17421,110.8833,0.0,0.6666666666666666
307,1,1,0,17.0,1,0,0,108.9,0.38095238095238093,0.6666666666666666
308,0,2,1,30.0,1,0,0,24.0,0.0,0.6666666666666666
309,1,1,0,30.0,0,0,0,56.9292,0.3877551020408163,0.6666666666666666
310,1,1,0,24.0,0,0,11767,83.1583,0.3945578231292517,0.6666666666666666
311,1,1,0,18.0,2,2,0,262.375,0.4013605442176871,0.6666666666666666
312,0,2,0,26.0,1,1,250651,26.0,0.0,0.3333333333333333
313,0,3,1,28.0,0,0,349243,7.8958,0.0,0.3333333333333333
314,0,2,1,43.0,1,1,0,26.25,0.0,0.3333333333333333
315,1,3,0,26.0,0,0,347470,7.8542,0.0,0.3333333333333333
316,1,2,0,24.0,1,0,244367,26.0,0.0,0.3333333333333333
317,0,2,1,54.0,0,0,29011,14.0,0.0,0.3333333333333333
318,1,1,0,31.0,0,2,36928,164.8667,0.40816326530612246,0.3333333333333333
319,1,1,0,40.0,1,1,16966,134.5,0.41496598639455784,0.6666666666666666
320,0,3,1,22.0,0,0,0,7.25,0.0,0.3333333333333333
321,0,3,1,27.0,0,0,349219,7.8958,0.0,0.3333333333333333
322,1,2,0,30.0,0,0,234818,12.35,0.0,1.0
323,1,2,0,22.0,1,1,248738,29.0,0.0,0.3333333333333333
324,0,3,1,0.0,8,2,0,69.55,0.0,0.3333333333333333
325,1,1,0,36.0,0,0,0,135.6333,0.4217687074829932,0.6666666666666666
326,0,3,1,61.0,0,0,345364,6.2375,0.0,0.3333333333333333
327,1,2,0,36.0,0,0,28551,13.0,0.36054421768707484,0.3333333333333333
328,1,3,0,31.0,1,1,363291,20.525,0.0,0.3333333333333333
329,1,1,0,16.0,0,1,111361,57.9792,0.42857142857142855,0.6666666666666666
330,1,3,0,0.0,2,0,367226,23.25,0.0,1.0
331,0,1,1,45.5,0,0,113043,28.5,0.43537414965986393,0.3333333333333333
332,0,1,1,38.0,0,1,0,153.4625,0.4421768707482993,0.3333333333333333
333,0,3,1,16.0,2,0,345764,18.0,0.0,0.3333333333333333
334,1,1,0,0.0,1,0,0,133.65,0.0,0.3333333333333333
335,0,3,1,0.0,0,0,349225,7.8958,0.0,0.3333333333333333
336,0,1,1,29.0,1,0,113776,66.6,0.19047619047619047,0.3333333333333333
337,1,1,0,41.0,0,0,16966,134.5,0.4489795918367347,0.6666666666666666
338,1,3,1,45.0,0,0,7598,8.05,0.0,0.3333333333333333
339,0,1,1,45.0,0,0,113784,35.5,0.4557823129251701,0.3333333333333333
340,1,2,1,2.0,1,1,230080,26.0,0.1836734693877551,0.3333333333333333
341,1,1,0,24.0,3,2,19950,263.0,0.05442176870748299,0.3333333333333333
342,0,2,1,28.0,0,0,248740,13.0,0.0,0.3333333333333333
343,0,2,1,25.0,0,0,244361,13.0,0.0,0.3333333333333333
344,0,2,1,36.0,0,0,229236,13.0,0.0,0.3333333333333333
345,1,2,0,24.0,0,0,248733,13.0,0.10204081632653061,0.3333333333333333
346,1,2,0,40.0,0,0,31418,13.0,0.0,0.3333333333333333
347,1,3,0,0.0,1,0,386525,16.1,0.0,0.3333333333333333
348,1,3,1,3.0,1,1,0,15.9,0.0,0.3333333333333333
349,0,3,1,42.0,0,0,315088,8.6625,0.0,0.3333333333333333
350,0,3,1,23.0,0,0,7267,9.225,0.0,0.3333333333333333
351,0,1,1,0.0,0,0,113510,35.0,0.46258503401360546,0.3333333333333333
352,0,3,1,15.0,1,1,2695,7.2292,0.0,0.6666666666666666
353,0,3,1,25.0,1,0,349237,17.8,0.0,0.3333333333333333
354,0,3,1,0.0,0,0,2647,7.225,0.0,0.6666666666666666
355,0,3,1,28.0,0,0,345783,9.5,0.0,0.3333333333333333
356,1,1,0,22.0,0,1,113505,55.0,0.19727891156462585,0.3333333333333333
357,0,2,0,38.0,0,0,237671,13.0,0.0,0.3333333333333333
358,1,3,0,0.0,0,0,330931,7.8792,0.0,1.0
359,1,3,0,0.0,0,0,330980,7.8792,0.0,1.0
360,0,3,1,40.0,1,4,347088,27.9,0.0,0.3333333333333333
361,0,2,1,29.0,1,0,0,27.7208,0.0,0.6666666666666666
362,0,3,0,45.0,0,1,2691,14.4542,0.0,0.6666666666666666
363,0,3,1,35.0,0,0,0,7.05,0.0,0.3333333333333333
364,0,3,1,0.0,1,0,370365,15.5,0.0,1.0
365,0,3,1,30.0,0,0,0,7.25,0.0,0.3333333333333333
366,1,1,0,60.0,1,0,110813,75.25,0.46938775510204084,0.6666666666666666
367,1,3,0,0.0,0,0,2626,7.2292,0.0,0.6666666666666666
368,1,3,0,0.0,0,0,14313,7.75,0.0,1.0
369,1,1,0,24.0,0,0,0,69.3,0.47619047619047616,0.6666666666666666
370,1,1,1,25.0,1,0,11765,55.4417,0.48299319727891155,0.6666666666666666
371,0,3,1,18.0,1,0,3101267,6.4958,0.0,0.3333333333333333
372,0,3,1,19.0,0,0,323951,8.05,0.0,0.3333333333333333
373,0,1,1,22.0,0,0,0,135.6333,0.0,0.6666666666666666
374,0,3,0,3.0,3,1,349909,21.075,0.0,0.3333333333333333
375,1,1,0,0.0,1,0,0,82.1708,0.0,0.6666666666666666
376,1,3,0,22.0,0,0,0,7.25,0.0,0.3333333333333333
377,0,1,1,27.0,0,2,113503,211.5,0.4897959183673469,0.6666666666666666
